"","ID","NUTSID","iso_week","iso_yr","min_tmpavg","min_tmpwgtavg","min_tmplogwgtavg","min_tmp65plsavg","geo_code","geo_lab","year","TIME_PERIOD","death_count_tot","death_pop_an","stn_death","crude_death"
"100","2013-W02-FR104","FR104",2,2013,2.82624627862658,3.08545314839908,2.13472088745662,3.08408412763051,NA,NA,NA,NA,NA,NA,NA,NA
"101","2013-W02-FR105","FR105",2,2013,3.62562928880964,3.69650336674281,3.6589218037469,3.69612954344068,NA,NA,NA,NA,NA,NA,NA,NA
"102","2013-W02-FR106","FR106",2,2013,3.6812983751297,3.77820077964238,3.73853099346161,3.77778475625174,NA,NA,NA,NA,NA,NA,NA,NA
"103","2013-W02-FR107","FR107",2,2013,3.62571440424238,3.80927705764771,3.70900254590171,3.80923618589129,NA,NA,NA,NA,NA,NA,NA,NA
"104","2013-W02-FR108","FR108",2,2013,3.55089480536325,3.7405743769237,6.42642367737634,3.74041174139295,NA,NA,NA,NA,NA,NA,NA,NA
"105","2013-W02-FRB01","FRB01",2,2013,2.0809793642589,2.26613426208496,2.06075302192143,2.26375289474215,NA,NA,NA,NA,NA,NA,NA,NA
"106","2013-W02-FRB02","FRB02",2,2013,3.10655908925193,3.20068829400199,3.08952505247934,3.2027792930603,NA,NA,NA,NA,NA,NA,NA,NA
"107","2013-W02-FRB03","FRB03",2,2013,2.82988408633641,2.88360282352992,2.85093869481768,2.87921260084425,NA,NA,NA,NA,NA,NA,NA,NA
"108","2013-W02-FRB04","FRB04",2,2013,3.15474476133074,3.24659494842802,3.12927210330963,3.2461764897619,NA,NA,NA,NA,NA,NA,NA,NA
"109","2013-W02-FRB05","FRB05",2,2013,2.89312750952584,2.99323632035937,2.83878355366843,2.99324427332197,NA,NA,NA,NA,NA,NA,NA,NA
"110","2013-W02-FRB06","FRB06",2,2013,2.720890215465,2.86368603365762,2.66971004860742,2.8621460710253,NA,NA,NA,NA,NA,NA,NA,NA
"111","2013-W02-FRC11","FRC11",2,2013,0.307243639869349,0.637765115925244,0.248249974633967,0.6363764830998,NA,NA,NA,NA,NA,NA,NA,NA
"112","2013-W02-FRC12","FRC12",2,2013,0.888713617409979,1.24515854993037,0.835047826170921,1.24406758057219,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-W02-FRC13","FRC13",2,2013,0.787725840296065,0.874781204121453,0.756316585200173,0.873629987239837,NA,NA,NA,NA,NA,NA,NA,NA
"114","2013-W02-FRC14","FRC14",2,2013,1.70649470601763,2.07645954032029,1.60324869411332,2.0720264592341,NA,NA,NA,NA,NA,NA,NA,NA
"115","2013-W02-FRC21","FRC21",2,2013,-1.95423213711807,-1.06824778659003,-2.29529203900269,-1.02376349483218,NA,NA,NA,NA,NA,NA,NA,NA
"116","2013-W02-FRC22","FRC22",2,2013,-1.30645588040352,-0.874952158757619,-1.53667804173061,-0.81921151493277,NA,NA,NA,NA,NA,NA,NA,NA
"117","2013-W02-FRC23","FRC23",2,2013,0.585749108876501,0.312429351466043,0.679671135331903,0.313365697860718,NA,NA,NA,NA,NA,NA,NA,NA
"118","2013-W02-FRC24","FRC24",2,2013,-0.891021800892695,-0.796393624373844,-1.01757838044848,-0.793709801776069,NA,NA,NA,NA,NA,NA,NA,NA
"119","2013-W02-FRD11","FRD11",2,2013,4.16488100801196,4.46911675589425,4.07131813253675,4.45866199902126,NA,NA,NA,NA,NA,NA,NA,NA
"120","2013-W02-FRD12","FRD12",2,2013,4.74214202165604,5.02327090501785,4.64471943889346,4.86369854211807,NA,NA,NA,NA,NA,NA,NA,NA
"121","2013-W02-FRD13","FRD13",2,2013,3.24305089882442,3.27589058876038,3.2387832062585,3.27588014943259,NA,NA,NA,NA,NA,NA,NA,NA
"122","2013-W02-FRD21","FRD21",2,2013,3.21448392527444,3.2538628578186,3.17533896650587,3.25299375397818,NA,NA,NA,NA,NA,NA,NA,NA
"123","2013-W02-FRD22","FRD22",2,2013,3.38968628644943,3.49139783212117,3.29057185564722,3.43407904250281,NA,NA,NA,NA,NA,NA,NA,NA
"124","2013-W02-FRE11","FRE11",2,2013,2.27654918602535,2.36968166487558,1.94529776488032,2.36354705052717,NA,NA,NA,NA,NA,NA,NA,NA
"125","2013-W02-FRE12","FRE12",2,2013,2.63287624716759,2.67666625125068,2.59336789165224,2.65749969652721,NA,NA,NA,NA,NA,NA,NA,NA
